Country,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Population
Greece,GRC,2003,48,3443,910,9,0,372,120,6,20,325,132,48605,3199,225,32,421,1,13,24,30307,0,1028,2867,38,5,1922,3493,1360,2914,110,25,10473455
Greece,GRC,2004,45,3491,938,8,0,374,111,8,16,332,131,47801,3184,220,32,428,0,14,22,30556,0,1101,2837,36,4,1927,3623,1340,2904,108,30,10473455
Greece,GRC,2005,43,3570,972,7,0,368,120,5,12,346,136,47038,3147,210,33,437,1,14,22,30654,0,1159,2816,34,4,1888,3850,1328,2924,105,38,10473455
Greece,GRC,2006,43,3691,1016,7,0,362,110,5,10,346,142,46733,3031,199,35,438,4,14,22,30777,0,1225,2812,32,4,1828,4252,1315,2958,101,50,10473455
Greece,GRC,2007,44,3866,1087,6,0,389,132,6,20,345,161,48050,2862,193,36,449,2,16,48,31382,0,1300,2735,31,3,1820,4845,1334,3061,211,66,10473455
Greece,GRC,2008,42,4050,1132,6,0,389,151,3,9,326,158,47016,2977,179,37,459,2,17,22,31598,0,1291,2833,30,3,1735,5018,1316,3090,108,69,10473455
Greece,GRC,2009,41,4270,1178,6,0,400,159,7,18,320,168,47236,2784,186,37,476,0,18,20,31443,1,1278,2661,30,3,1684,5487,1301,3132,109,86,10473455
Greece,GRC,2010,40,4509,1220,6,0,401,161,8,20,291,169,47087,2864,189,38,484,1,20,21,31350,4,1271,2699,28,3,1566,5765,1277,3185,109,94,10473455
Greece,GRC,2011,39,4795,1283,6,0,403,167,7,22,262,175,48147,3102,169,38,505,0,23,21,31956,0,1299,2834,27,3,1477,6056,1298,3330,109,97,10473455
Greece,GRC,2012,37,5070,1346,6,0,410,165,5,37,238,174,49105,3426,153,39,520,1,27,28,32636,1,1327,3059,25,3,1392,6219,1310,3478,111,91,10473455
Greece,GRC,2013,34,5308,1358,7,0,396,150,4,42,212,156,47887,3787,163,39,516,0,31,21,32566,2,1318,3297,23,3,1289,6035,1285,3518,105,76,10473455
Greece,GRC,2014,30,5584,1383,7,0,382,144,5,50,195,137,47176,4615,177,40,520,7,38,21,32688,0,1283,3844,20,3,1234,5740,1274,3627,96,47,10473455
Greece,GRC,2015,29,5897,1428,9,0,382,124,5,47,194,129,48018,5300,182,43,522,7,43,22,33165,1,1301,4243,19,3,1250,5787,1280,3745,99,38,10473455
Greece,GRC,2016,31,6220,1458,9,0,387,130,6,30,187,124,48832,5719,195,44,517,6,48,22,33581,66,1299,4445,19,3,1236,5766,1284,3840,101,36,10473455
Greece,GRC,2017,30,6488,1476,9,0,377,128,5,26,183,130,50809,5649,166,43,505,26,44,23,33865,0,1301,4374,20,3,1240,5933,1303,3853,102,39,10473455
Greece,GRC,2018,30,6766,1536,9,0,377,137,5,24,185,135,54042,5874,152,43,504,0,44,24,34702,0,1346,4532,21,3,1267,6220,1342,4001,206,39,10473455
Greece,GRC,2019,30,6996,1567,10,0,373,130,4,22,186,137,55921,5957,140,42,500,0,44,24,35234,0,1366,4604,21,4,1278,6399,1366,4075,108,39,10473455
Hungary,HUN,1990,170,2390,607,19,0,339,341,26,165,21,596,71986,1301,1102,919,4240,0,15,216,31280,1,1866,785,153,4,2329,5385,5951,9162,321,7,9660350
Hungary,HUN,1991,166,2446,605,20,0,335,385,18,207,22,562,71311,1295,1127,994,4091,0,15,239,31433,1,1826,750,147,4,2300,5287,6324,9499,318,7,9660350
Hungary,HUN,1992,159,2498,619,20,0,347,413,16,217,23,548,73052,1336,969,1113,4157,0,15,264,32909,0,1864,757,141,4,2318,5426,7202,10477,322,6,9660350
Hungary,HUN,1993,151,2556,622,20,0,330,407,23,275,25,513,73185,1335,838,1207,4044,0,15,286,33455,0,1863,747,134,5,2185,5398,7765,11051,323,6,9660350
Hungary,HUN,1994,145,2605,613,20,0,319,384,15,239,27,473,71259,1305,753,1252,3865,0,16,280,33370,0,1828,715,121,5,2046,5233,7915,11123,309,6,9660350
Hungary,HUN,1995,138,2682,622,20,0,294,368,18,242,29,432,70774,1275,664,1248,3690,0,18,283,33647,0,1824,718,109,5,1926,5088,7847,11005,293,6,9660350
Hungary,HUN,1996,129,2725,616,20,0,265,341,12,208,36,382,68068,1238,615,1166,3429,2,19,274,32860,0,1756,706,92,6,1737,4759,7214,10234,268,6,9660350
Hungary,HUN,1997,124,2760,626,20,0,253,359,17,192,40,348,67646,1226,556,1125,3320,0,23,264,33325,3,1810,719,82,7,1675,4582,7093,10097,256,6,9660350
Hungary,HUN,1998,124,2809,643,21,0,266,356,8,176,46,325,68265,1200,524,1050,3343,0,24,278,34412,0,1912,754,80,7,1681,4516,7241,10273,248,5,9660350
Hungary,HUN,1999,106,2849,657,21,0,257,324,6,175,48,305,68110,1194,472,976,3301,48,25,281,35153,0,2001,791,76,8,1649,4490,7155,10169,237,5,9660350
Hungary,HUN,2000,98,2928,647,19,0,233,291,9,157,50,258,64750,1103,496,830,3072,1,26,242,34527,0,1970,802,66,7,1549,4203,6588,9514,219,5,9660350
Hungary,HUN,2001,96,2990,649,19,0,212,275,7,131,50,232,62846,1028,443,729,2902,1,25,303,34712,1,1953,822,69,8,1507,4061,6170,9033,212,4,9660350
Hungary,HUN,2002,92,3045,664,19,0,211,262,8,122,49,212,62901,1015,402,684,2847,0,28,235,35369,1,2123,880,68,7,1537,4165,5999,8866,207,4,9660350
Hungary,HUN,2003,91,3109,686,19,0,207,230,8,107,50,194,63277,1011,379,669,2804,7,30,249,36101,0,2293,946,73,8,1537,4378,5898,8790,205,4,9660350
Hungary,HUN,2004,91,3163,699,21,0,198,234,6,111,50,176,62352,990,350,654,2722,0,35,244,35952,0,2370,984,73,8,1501,4505,5660,8509,197,3,9660350
Hungary,HUN,2005,91,3287,732,25,0,199,214,7,94,51,162,63351,1003,336,654,2719,4,45,254,36538,0,2588,1086,74,10,1486,4884,5592,8469,195,3,9660350
Hungary,HUN,2006,86,3393,739,27,0,196,212,9,85,52,140,61740,979,315,638,2627,5,54,241,36166,0,2579,1157,72,12,1410,5014,5359,8222,184,3,9660350
Hungary,HUN,2007,85,3491,769,31,0,192,207,10,84,52,133,62201,995,306,622,2623,0,68,242,36688,0,2618,1253,70,13,1348,5244,5278,8202,182,3,9660350
Hungary,HUN,2008,79,3575,771,32,0,179,215,14,60,51,119,60527,981,290,592,2524,0,83,237,36025,0,2516,1304,64,14,1215,5222,4924,7799,172,3,9660350
Hungary,HUN,2009,67,3671,797,34,0,176,188,14,73,51,107,61143,997,257,571,2517,0,118,244,36192,2,2490,1414,62,15,1126,5375,4756,7662,167,3,9660350
Hungary,HUN,2010,63,3792,811,35,0,167,174,13,67,49,97,60907,1007,238,549,2442,1,160,245,35779,1,2420,1503,58,15,1017,5425,4434,7328,160,3,9660350
Hungary,HUN,2011,65,3924,826,35,0,157,184,11,65,46,86,60769,1028,224,526,2369,0,213,235,35470,0,2372,1575,55,16,943,5525,4156,7048,154,3,9660350
Hungary,HUN,2012,60,4047,842,37,0,151,182,10,59,47,83,60657,1046,219,512,2314,0,272,232,34861,0,2347,1635,54,16,896,5650,3946,6832,149,3,9660350
Hungary,HUN,2013,63,4159,846,36,0,142,167,12,34,46,76,59632,1056,217,503,2179,0,312,219,33888,0,2278,1666,51,16,839,5667,3671,6507,140,3,9660350
Hungary,HUN,2014,56,4281,866,35,0,141,149,9,48,48,71,60026,1097,208,512,2132,0,338,212,34052,0,2304,1728,49,16,824,5815,3614,6467,136,3,9660350
Hungary,HUN,2015,62,4432,898,36,0,144,166,13,34,49,71,61730,1155,207,496,2122,0,364,222,34557,0,2407,1809,50,16,840,6037,3621,6542,139,3,9660350
Hungary,HUN,2016,53,4538,891,34,0,137,143,11,32,51,62,60133,1175,177,525,2001,0,341,220,33971,0,2410,1806,48,16,816,5987,3485,6342,131,3,9660350
Hungary,HUN,2017,52,4663,917,34,0,139,126,13,38,57,60,61561,1235,157,528,1956,0,328,223,34277,0,2513,1863,47,16,817,6120,3497,6395,133,3,9660350
Hungary,HUN,2018,52,4771,935,34,0,136,143,10,38,60,63,62751,1237,147,535,1956,0,296,216,34832,0,2545,1859,48,16,815,6113,3569,6511,133,3,9660350
Hungary,HUN,2019,50,4850,927,34,0,131,144,10,37,63,61,61818,1217,135,541,1902,0,268,207,34293,0,2497,1821,47,16,803,5936,3511,6413,129,3,9660350
Ireland,IRL,1990,31,667,191,18,0,75,31,3,12,20,72,13925,1864,159,34,370,2,6,17,7338,0,433,417,14,6,492,2301,195,838,69,1,4977400
Ireland,IRL,1991,30,692,194,17,0,74,28,4,19,24,68,13724,1882,145,39,386,0,7,16,7388,3,442,418,14,5,481,2312,197,842,67,1,4977400
Ireland,IRL,1992,28,712,199,16,0,71,31,2,32,30,64,13649,1893,128,45,394,0,8,16,7467,0,450,423,14,5,462,2341,202,855,65,1,4977400
Ireland,IRL,1993,27,732,205,16,0,70,28,2,39,38,63,13685,1963,120,49,403,3,8,16,7539,0,454,432,15,5,454,2394,211,878,64,1,4977400
Ireland,IRL,1994,27,751,206,15,0,70,29,2,35,46,59,13461,2010,117,56,420,0,9,16,7488,4,434,435,15,5,448,2383,216,887,63,1,4977400
Ireland,IRL,1995,28,774,212,15,0,70,32,1,54,60,57,13531,2130,126,64,446,0,10,16,7602,1,439,447,16,5,461,2442,227,916,62,1,4977400
Ireland,IRL,1996,27,798,215,15,0,68,32,3,37,73,55,13288,2190,128,74,469,2,10,15,7591,1,438,452,17,5,465,2434,238,936,62,1,4977400
Ireland,IRL,1997,36,819,217,15,0,63,33,3,18,87,55,13042,2233,131,84,498,0,9,15,7647,0,434,449,16,6,464,2439,253,971,59,1,4977400
Ireland,IRL,1998,30,837,221,15,0,65,39,2,16,98,54,12805,2280,130,93,516,1,8,15,7725,1,440,453,14,7,456,2428,267,992,57,1,4977400
Ireland,IRL,1999,26,860,227,16,0,64,42,2,23,111,52,12692,2370,134,95,523,2,10,15,7869,1,452,460,14,8,445,2420,284,1028,58,1,4977400
Ireland,IRL,2000,36,882,229,16,0,65,42,2,5,119,52,12214,2307,132,97,539,1,11,15,7903,0,447,461,15,8,430,2308,298,1041,55,1,4977400
Ireland,IRL,2001,24,904,230,15,0,63,43,4,12,122,46,11553,2177,136,98,541,0,13,14,7856,0,438,454,16,8,404,2185,310,1031,52,1,4977400
Ireland,IRL,2002,24,931,233,15,0,62,47,4,11,127,44,11134,2087,127,94,535,0,15,12,7897,0,442,458,15,8,376,2117,314,1031,49,1,4977400
Ireland,IRL,2003,22,956,239,15,0,56,43,1,17,128,41,10683,1988,123,91,521,0,16,10,7960,0,446,461,13,8,340,2062,320,1025,44,1,4977400
Ireland,IRL,2004,20,987,244,15,0,57,36,1,13,137,39,10332,1876,114,92,529,0,18,9,8083,0,457,473,12,8,326,2014,333,1029,43,1,4977400
Ireland,IRL,2005,20,1026,251,14,0,56,30,3,8,153,37,9996,1781,105,97,533,2,21,9,8111,0,463,482,14,7,316,1976,343,1037,43,1,4977400
Ireland,IRL,2006,19,1069,261,13,0,56,46,2,4,166,38,9850,1709,104,100,538,0,23,9,8278,1,475,508,15,7,303,1968,363,1056,41,2,4977400
Ireland,IRL,2007,19,1105,267,13,0,56,53,3,15,175,38,9602,1571,102,104,545,0,30,8,8387,0,464,510,14,7,281,1962,375,1070,41,2,4977400
Ireland,IRL,2008,17,1144,275,13,0,57,50,4,18,187,36,9452,1505,112,105,565,0,34,7,8560,0,456,515,15,7,263,1960,388,1078,41,2,4977400
Ireland,IRL,2009,16,1186,285,12,0,57,57,5,16,198,35,9347,1456,108,103,593,0,37,7,8746,0,454,529,15,7,252,1995,398,1089,41,2,4977400
Ireland,IRL,2010,15,1225,288,11,0,51,49,5,13,189,33,8991,1369,112,102,557,0,39,7,8711,0,437,528,13,6,221,1964,383,1054,39,2,4977400
Ireland,IRL,2011,13,1284,307,10,0,53,40,4,13,196,32,9254,1377,106,96,565,2,42,7,9017,1,446,563,12,6,211,2078,397,1084,38,1,4977400
Ireland,IRL,2012,13,1334,322,10,0,53,43,4,12,188,31,9393,1383,103,94,540,0,45,6,9148,0,447,597,12,5,193,2151,401,1099,36,1,4977400
Ireland,IRL,2013,12,1374,335,9,0,51,36,3,12,186,29,9457,1385,103,90,510,0,49,6,9289,0,446,613,12,5,181,2213,394,1094,34,1,4977400
Ireland,IRL,2014,11,1417,345,9,0,51,36,2,9,181,28,9436,1407,98,88,490,1,53,6,9389,0,437,618,11,5,173,2258,384,1088,34,1,4977400
Ireland,IRL,2015,11,1472,361,9,0,50,30,2,10,180,27,9616,1475,95,89,464,2,54,6,9537,0,444,639,11,5,160,2337,386,1093,32,1,4977400
Ireland,IRL,2016,10,1521,369,9,0,47,31,2,10,180,28,9685,1527,85,91,446,0,51,6,9627,3,455,644,11,5,159,2366,381,1102,33,1,4977400
Ireland,IRL,2017,10,1569,381,10,0,46,31,2,9,185,28,9851,1585,83,92,441,0,50,6,9843,0,469,659,10,6,160,2423,383,1122,33,1,4977400
Ireland,IRL,2018,10,1613,394,10,0,46,32,2,9,194,29,10094,1649,78,94,441,2,50,6,10113,0,486,679,10,6,165,2485,385,1146,33,1,4977400
Ireland,IRL,2019,10,1657,407,10,0,45,32,2,9,200,30,10347,1713,74,95,435,0,49,7,10384,0,502,700,10,6,166,2548,388,1170,34,1,4977400
Italy,ITA,1990,259,14440,4300,100,0,625,1549,54,1863,922,964,226510,8630,2517,339,5166,36,118,152,150468,1,17878,8391,313,26,11130,24263,18129,29518,459,30,60367450
Italy,ITA,1991,256,15286,4459,108,0,618,1569,42,2562,1038,933,229027,8487,2467,335,5205,33,112,161,153729,0,18101,8451,316,28,11291,24508,17993,29522,467,32,60367450
Italy,ITA,1992,250,16083,4527,116,0,599,1375,48,3189,1075,884,226587,8297,2356,332,5154,9,106,166,155014,17,17901,8404,285,32,11047,24284,17581,29078,460,33,60367450
Italy,ITA,1993,242,16943,4619,132,0,564,1162,35,3860,1054,850,226276,8254,2123,323,5089,13,98,172,156976,1,17643,8485,267,40,10578,24214,17312,28923,453,36,60367450
Italy,ITA,1994,239,17869,4693,153,0,541,1078,32,4429,1069,827,226536,8383,1922,315,5076,104,90,182,159152,4,17547,8641,244,49,10312,24348,17105,28827,449,38,60367450
Italy,ITA,1995,236,18823,4769,181,0,511,1026,28,4720,1109,817,225869,8516,1805,301,5103,3,81,192,160486,1,17653,8757,232,69,10147,24421,16737,28513,451,45,60367450
Italy,ITA,1996,239,19769,4866,203,0,490,996,28,4346,1112,792,226093,8711,1764,279,5140,28,79,204,162212,0,17849,8952,215,86,9933,24495,16401,28303,453,49,60367450
Italy,ITA,1997,241,20568,4939,225,0,480,915,31,2522,1079,758,226563,9085,1647,266,5197,35,78,212,163875,0,17867,9162,194,103,9833,24799,16221,28255,465,52,60367450
Italy,ITA,1998,240,21400,5040,250,0,462,897,30,1438,1040,724,228897,9526,1503,257,5212,292,77,225,166834,3,18151,9390,181,123,9735,25196,16172,28460,467,54,60367450
Italy,ITA,1999,240,22162,5054,268,0,450,860,26,1152,961,685,225558,9714,1442,253,5090,18,78,222,167759,1,18108,9409,165,141,9467,25286,15799,28052,459,60,60367450
Italy,ITA,2000,232,23095,5086,286,0,452,777,27,1017,896,640,221750,9672,1332,251,4992,68,89,218,168116,0,18007,9556,150,158,9120,25045,15410,27593,451,62,60367450
Italy,ITA,2001,225,24693,5194,311,0,443,730,23,985,813,601,219673,9450,1313,256,4888,10,107,215,169591,0,18044,9759,142,181,8876,25002,15114,27344,441,63,60367450
Italy,ITA,2002,224,26828,5356,346,0,444,714,27,978,731,574,220075,9424,1240,266,4770,26,132,212,170780,1,18239,10049,128,210,8541,25515,14844,27198,442,69,60367450
Italy,ITA,2003,224,29170,5547,396,0,435,766,32,1333,670,547,221266,9286,1188,288,4656,34,184,204,172929,17,18686,10367,120,257,8145,26469,14646,27089,445,84,60367450
Italy,ITA,2004,221,30984,5521,400,0,421,737,26,1158,638,496,210895,8720,1179,302,4488,24,215,181,170704,1,18120,10472,108,267,7681,25780,13934,26127,433,89,60367450
Italy,ITA,2005,217,32693,5690,432,0,419,667,24,1105,615,479,210368,8837,1129,310,4414,12,260,178,171231,2,18334,10801,104,294,7381,26195,13699,26031,436,92,60367450
Italy,ITA,2006,216,34184,5876,469,0,419,666,26,987,593,469,210082,8846,1122,316,4393,20,307,177,172461,0,18535,11204,100,325,7154,26286,13429,26019,436,97,60367450
Italy,ITA,2007,211,35446,6120,511,0,422,673,26,1027,573,460,211335,9018,1104,324,4402,10,367,177,174694,0,18925,11702,99,359,6906,26715,13320,26230,442,99,60367450
Italy,ITA,2008,212,36488,6372,550,0,424,626,28,964,544,452,212473,9235,1104,332,4442,20,444,173,177251,1,19277,12236,96,387,6633,27110,13231,26522,454,98,60367450
Italy,ITA,2009,209,37394,6597,576,0,417,619,35,885,517,447,212468,9448,1086,336,4465,382,523,169,179228,0,19585,12657,94,407,6319,27417,13091,26720,461,96,60367450
Italy,ITA,2010,206,38341,6732,605,0,405,577,29,835,493,434,210138,9602,1024,340,4458,43,617,164,179568,12,19515,13009,90,429,6017,27325,12731,26604,463,96,60367450
Italy,ITA,2011,207,39890,6950,649,0,407,561,28,804,482,431,213028,10085,963,342,4501,33,722,163,181479,1,19920,13674,89,462,5847,27729,12570,26852,476,94,60367450
Italy,ITA,2012,207,41044,7157,683,0,401,559,25,845,484,424,214765,10513,921,342,4517,45,834,164,183217,0,20169,14309,89,491,5660,28140,12425,27086,484,94,60367450
Italy,ITA,2013,197,41753,7225,689,0,406,526,25,749,479,405,212517,10653,869,343,4479,39,919,160,182582,3,19986,14495,86,501,5352,27970,12105,26822,481,91,60367450
Italy,ITA,2014,193,42619,7361,707,0,378,482,19,671,474,401,212651,10911,820,346,4390,36,1008,160,183059,2,19936,14813,82,517,5198,28162,11918,26777,479,89,60367450
Italy,ITA,2015,197,43971,7690,752,0,376,500,23,667,483,414,221430,11663,792,349,4409,42,1117,170,186938,1,20751,15629,83,549,5228,29395,12183,27555,498,86,60367450
Italy,ITA,2016,187,45193,7666,757,0,360,475,18,677,482,408,219535,11703,737,350,4275,320,1171,168,185133,1,20229,15724,83,557,5111,29520,11890,27131,492,77,60367450
Italy,ITA,2017,186,46328,7720,754,0,355,482,19,661,506,410,224147,11834,684,350,4230,44,1070,170,186417,0,20533,15781,83,553,5139,29922,12010,27425,490,85,60367450
Italy,ITA,2018,186,47607,7904,765,0,354,488,19,641,537,420,231365,12144,642,350,4269,22,1041,177,189590,0,21166,16201,84,561,5234,30723,12282,28071,498,86,60367450
Italy,ITA,2019,185,48763,8036,773,0,351,488,18,621,563,426,236507,12393,605,351,4315,0,1012,180,192052,0,21590,16513,84,565,5273,31345,12450,28523,503,86,60367450
Latvia,LVA,1990,55,610,156,26,0,441,279,11,41,37,139,19368,383,205,325,812,0,9,220,5626,0,186,79,87,11,934,750,248,798,257,24,1896800
Latvia,LVA,1991,53,625,155,25,0,463,329,10,43,41,141,19405,403,212,360,867,0,9,229,5635,1,199,80,93,10,958,717,266,826,279,22,1896800
Latvia,LVA,1992,52,639,156,24,0,488,433,10,73,45,159,19918,432,203,401,952,0,9,246,5738,0,216,83,102,10,955,697,290,867,310,20,1896800
Latvia,LVA,1993,56,653,166,23,0,554,595,10,74,54,207,22027,510,177,472,1141,0,9,299,6285,0,257,91,123,9,1027,733,362,1004,381,18,1896800
Latvia,LVA,1994,56,659,173,21,0,609,625,11,81,63,258,23497,584,156,536,1271,0,8,338,6711,1,291,99,137,7,1074,753,432,1124,438,16,1896800
Latvia,LVA,1995,51,657,165,17,0,528,535,7,93,59,259,22032,552,145,532,1180,0,6,306,6298,0,282,97,119,6,945,672,430,1089,403,14,1896800
Latvia,LVA,1996,40,660,151,10,0,381,423,5,82,53,226,19321,456,129,485,979,0,6,236,5532,0,246,96,85,4,764,559,369,960,315,9,1896800
Latvia,LVA,1997,33,672,149,8,0,349,423,7,92,54,221,18700,428,115,458,914,0,5,215,5419,0,244,99,83,3,697,527,361,949,279,6,1896800
Latvia,LVA,1998,29,685,155,6,0,349,387,8,89,63,234,19316,447,110,472,938,1,6,231,5709,0,264,105,85,2,735,522,397,1018,294,5,1896800
Latvia,LVA,1999,25,693,152,5,0,322,370,7,96,68,215,18422,432,99,454,858,6,5,227,5537,0,256,105,71,2,681,484,383,985,281,4,1896800
Latvia,LVA,2000,22,697,152,6,0,294,352,5,95,74,199,17900,437,90,428,814,0,5,231,5481,1,250,104,68,1,642,461,388,987,265,4,1896800
Latvia,LVA,2001,21,704,160,7,0,305,338,5,83,76,198,18682,466,84,411,816,0,5,299,5773,0,271,113,67,2,638,473,430,1060,274,4,1896800
Latvia,LVA,2002,20,711,161,7,0,283,322,2,81,74,176,18420,479,81,368,764,0,4,275,5771,0,269,116,64,2,597,468,434,1060,267,4,1896800
Latvia,LVA,2003,18,722,166,7,0,252,309,3,97,66,159,18379,473,78,350,691,0,4,262,5780,0,277,120,59,2,544,462,439,1071,250,3,1896800
Latvia,LVA,2004,17,733,167,7,0,241,274,3,80,62,144,18163,473,75,344,649,0,3,266,5832,1,277,128,57,2,513,457,451,1078,235,3,1896800
Latvia,LVA,2005,17,743,173,7,0,254,273,2,84,64,141,18604,505,73,347,654,0,3,280,6109,0,296,144,58,2,502,474,494,1140,237,3,1896800
Latvia,LVA,2006,18,755,183,8,0,257,268,3,98,65,137,19287,519,75,350,651,0,4,382,6447,2,337,166,57,2,485,489,550,1218,239,3,1896800
Latvia,LVA,2007,18,764,184,8,0,244,231,5,95,65,122,18773,491,77,333,624,2,4,260,6456,0,358,191,53,2,446,489,566,1225,218,3,1896800
Latvia,LVA,2008,16,775,181,8,0,211,223,3,118,59,101,17555,438,68,315,577,0,4,214,6207,1,357,210,43,2,371,463,523,1137,185,3,1896800
Latvia,LVA,2009,14,791,179,8,0,188,188,4,105,56,89,16856,408,60,306,539,0,4,188,6102,2,371,225,35,2,312,446,497,1088,166,3,1896800
Latvia,LVA,2010,12,808,179,8,0,186,177,3,131,52,81,16628,396,52,300,522,0,4,181,6111,0,382,242,28,2,287,446,484,1068,160,2,1896800
Latvia,LVA,2011,11,829,179,8,0,165,166,1,128,46,73,16290,389,52,294,482,0,4,165,6063,0,376,259,21,1,250,441,459,1029,148,2,1896800
Latvia,LVA,2012,10,855,180,8,0,156,158,3,138,45,69,16142,386,49,294,470,0,4,177,5998,0,371,275,18,1,235,443,446,1013,141,1,1896800
Latvia,LVA,2013,10,885,185,7,0,155,158,2,148,43,69,16414,397,44,293,464,1,5,148,6092,0,379,295,17,1,228,451,458,1042,139,1,1896800
Latvia,LVA,2014,10,908,182,6,0,154,163,3,141,42,63,15979,383,40,289,448,0,5,138,5966,0,371,297,17,1,220,445,443,1012,133,1,1896800
Latvia,LVA,2015,10,928,183,6,0,142,139,7,144,42,62,15740,372,37,294,433,0,5,124,5842,0,360,295,15,1,207,441,431,991,127,1,1896800
Latvia,LVA,2016,9,948,182,6,0,129,138,3,134,44,56,15514,354,32,288,402,0,4,115,5635,0,345,277,15,1,193,429,402,951,118,1,1896800
Latvia,LVA,2017,9,970,185,6,0,127,137,3,128,46,55,15548,352,31,287,399,0,4,112,5608,0,340,270,15,1,192,429,396,947,116,1,1896800
Latvia,LVA,2018,8,1002,188,5,0,124,136,3,123,48,54,15702,352,29,286,395,0,4,109,5609,0,337,267,15,1,192,432,392,946,115,1,1896800
Latvia,LVA,2019,8,1031,190,5,0,122,136,2,118,51,53,15779,350,27,285,392,0,4,107,5601,0,335,263,15,1,189,433,388,945,113,1,1896800
Lithuania,LTU,1990,55,855,146,24,0,548,302,14,28,58,257,20866,376,262,657,1159,0,15,224,7018,0,198,116,143,10,1117,1473,353,911,172,7,2715516
Lithuania,LTU,1991,58,877,150,22,0,600,344,12,31,65,292,21748,398,308,752,1294,0,16,244,7355,6,219,125,158,9,1191,1467,391,976,188,6,2715516
Lithuania,LTU,1992,60,898,149,16,0,605,405,11,22,68,307,21597,408,318,845,1374,0,15,246,7289,0,223,131,166,7,1125,1388,409,998,190,6,2715516
Lithuania,LTU,1993,62,927,160,10,0,640,475,8,26,77,382,23740,449,282,996,1663,6,15,280,7953,6,253,157,195,4,1201,1479,480,1130,208,5,2715516
Lithuania,LTU,1994,67,937,162,8,0,676,520,8,48,91,440,24268,471,240,1119,1847,0,14,312,8160,3,264,179,204,3,1164,1463,542,1212,225,4,2715516
Lithuania,LTU,1995,57,938,157,6,0,620,486,8,56,91,457,23619,471,201,1142,1874,0,13,306,8048,1,262,188,200,3,1073,1380,563,1231,227,3,2715516
Lithuania,LTU,1996,51,939,152,4,0,525,399,6,31,88,420,22290,451,163,1048,1788,0,11,281,7681,0,248,188,186,2,966,1268,541,1184,206,3,2715516
Lithuania,LTU,1997,46,943,150,4,0,484,385,7,26,83,388,21289,446,142,889,1702,0,9,252,7429,2,235,190,178,2,902,1179,539,1167,179,3,2715516
Lithuania,LTU,1998,40,949,155,4,0,462,372,7,42,85,381,21229,468,124,748,1703,1,8,244,7596,0,238,204,166,2,893,1155,585,1233,178,3,2715516
Lithuania,LTU,1999,37,951,156,4,0,454,369,5,67,82,357,20598,473,110,622,1679,3,7,259,7597,0,229,212,161,2,852,1103,605,1254,167,3,2715516
Lithuania,LTU,2000,35,957,158,4,0,416,425,4,57,85,337,20116,483,96,562,1664,0,6,219,7634,0,227,214,157,2,813,1066,648,1305,164,3,2715516
Lithuania,LTU,2001,33,969,171,4,0,432,419,4,60,85,349,21048,516,85,559,1715,1,6,337,7991,0,235,230,169,2,851,1084,752,1460,170,2,2715516
Lithuania,LTU,2002,34,977,177,4,0,410,347,5,60,77,345,20968,537,79,542,1640,1,6,285,7965,0,235,234,168,2,832,1062,803,1533,161,2,2715516
Lithuania,LTU,2003,33,990,187,4,0,386,394,2,70,76,345,21231,565,77,538,1573,0,6,300,8058,0,237,240,172,2,819,1045,886,1651,158,2,2715516
Lithuania,LTU,2004,32,1005,195,4,0,374,376,4,85,73,342,21346,596,75,539,1516,0,5,326,8077,0,240,243,174,2,806,1018,967,1766,154,2,2715516
Lithuania,LTU,2005,32,1026,213,4,0,399,401,3,62,78,371,22657,663,73,551,1555,1,5,380,8483,0,262,259,189,2,828,1041,1147,2027,164,2,2715516
Lithuania,LTU,2006,32,1047,227,4,0,403,379,1,63,86,379,23327,701,72,558,1534,2,5,416,8640,0,270,268,194,2,818,1041,1313,2262,162,2,2715516
Lithuania,LTU,2007,32,1062,239,5,0,415,372,2,76,95,383,23757,737,70,552,1556,0,6,441,9074,0,276,272,199,2,786,1046,1455,2464,154,2,2715516
Lithuania,LTU,2008,29,1081,245,5,0,368,357,3,84,94,336,23217,690,66,517,1442,1,6,404,8931,1,266,263,177,2,658,975,1389,2410,135,2,2715516
Lithuania,LTU,2009,24,1101,239,4,0,308,279,1,78,86,274,21659,609,61,463,1268,0,6,349,8383,0,241,240,148,2,523,888,1198,2181,111,1,2715516
Lithuania,LTU,2010,23,1132,247,4,0,294,264,2,89,84,257,21923,582,57,435,1237,4,7,420,8535,0,240,240,138,2,464,877,1171,2191,105,1,2715516
